['ncslgr10a-002-04-dom-BOOK', 'Book', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-045-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-046-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-047-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-049-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-052-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-061-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-069-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-080-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-087-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-088-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-092-07-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-095-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-096-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-097-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-101-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-102-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-103-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-104-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-107-07-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['lapd-113-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10p-020-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-001-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-015-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-015-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10q-020-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10s-108-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['ncslgr10s-110-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-004-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-004-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-005-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-007-13-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-008-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-008-07-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-011-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-013-17-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-015-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-016-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-016-13-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-019-08-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-023-17-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-026-09-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-027-13-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-028-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-028-15-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-029-11-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-030-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-030-08-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-031-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-031-07-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-031-12-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-031-21-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-033-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-034-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-035-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-035-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-036-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip1-036-09-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-001-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-001-07-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-002-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-003-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-004-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-005-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-006-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-007-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-008-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-009-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-009-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-010-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-016-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-016-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-017-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-020-08-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-026-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-028-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-030-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-033-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-034-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-035-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-038-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-038-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-039-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-043-06-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-043-09-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['roadtrip2-044-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['scarystory-054-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['scarystory-055-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-001-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-003-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-036-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-038-04-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-045-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['siblings-065-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['speeding-042-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-001-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-003-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-004-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-005-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-023-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-035-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-044-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-046-02-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-048-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-053-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-059-03-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-060-05-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['whitewater-061-01-dom-REALLY', 'Really', 'Face', 36, 324, 312, 30.000001907348633]
['accident-001-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-002-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-006-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-007-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-007-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-008-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-014-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-018-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-019-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-021-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-021-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-031-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-032-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-033-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-035-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-037-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-038-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-038-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-042-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-050-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-054-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-055-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['accident-064-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-001-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-003-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-005-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-008-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-009-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-011-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-011-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-013-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-014-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-019-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-022-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-023-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-024-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-024-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-025-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-025-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-029-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-031-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-031-12-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-034-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ali-036-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-002-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-002-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-003-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-003-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-004-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-005-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-007-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-012-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['biker-016-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-002-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-003-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-004-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-004-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-004-14-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-005-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-005-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-010-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-010-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-010-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-012-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-013-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-015-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-016-12-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-018-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-020-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-023-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-024-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-026-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-027-10-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-030-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-033-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-035-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-036-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-037-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-040-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-040-15-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-041-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-043-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-044-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-044-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-051-16-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-052-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-053-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-055-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-056-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-057-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-058-09-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-067-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-068-12-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-070-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-071-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-072-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-072-11-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-073-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-076-09-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-078-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-078-09-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-079-18-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-080-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['boston-la-080-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['close call-042-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-001-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-003-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-004-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-007-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-007-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-008-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-009-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-010-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-025-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-025-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-026-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-044-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-045-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-047-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-047-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['dorm prank-051-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['DSP Intro to a Story-005-04-dom-REALLY', 'Really', 'Front', 36, 288, 216, 30.000001907348633]
['DSP Intro to a Story-013-01-dom-REALLY', 'Really', 'Front', 36, 288, 216, 30.000001907348633]
['football-001-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-003-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-003-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-011-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-011-09-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-012-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-013-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-015-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-015-08-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-017-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-017-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-020-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-021-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-022-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-024-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-029-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-039-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-048-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-049-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['football-059-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-002-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-003-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-006-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-011-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-012-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-012-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-012-09-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-016-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-025-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-025-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-033-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-045-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-046-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-047-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-049-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-052-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-061-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-069-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-080-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-087-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-088-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-092-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-095-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-096-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-097-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-101-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-102-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-103-06-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-104-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-107-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['lapd-113-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10p-020-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-001-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-015-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-015-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10q-020-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10s-108-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['ncslgr10s-110-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-004-03-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-004-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-005-02-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-007-13-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-008-01-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-008-07-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-011-05-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-013-17-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
['roadtrip1-015-04-dom-REALLY', 'Really', 'Front', 36, 324, 312, 30.000001907348633]
